image_idx,true_label,prediction,is_correct
560,8,8,True
561,5,3,False
562,2,2,True
563,5,1,False
564,1,1,True
565,4,4,True
566,8,1,False
567,7,7,True
568,3,2,False
569,3,3,True
570,7,7,True
571,6,6,True
572,0,0,True
573,5,6,False
574,8,8,True
575,2,4,False
576,3,7,False
577,0,7,False
578,8,8,True
579,4,4,True
580,9,7,False
581,3,3,True
582,9,9,True
583,9,9,True
584,8,8,True
585,3,3,True
586,6,3,False
587,8,7,False
588,1,1,True
589,4,9,False
590,5,0,False
591,2,0,False
592,2,8,False
593,9,9,True
594,2,7,False
595,0,6,False
596,5,5,True
597,3,3,True
598,3,3,True
599,8,3,False
600,8,4,False
601,7,7,True
602,8,5,False
603,4,4,True
604,3,3,True
605,6,6,True
606,5,3,False
607,6,6,True
608,6,7,False
609,3,8,False
610,2,2,True
611,8,5,False
612,4,4,True
613,2,3,False
614,5,5,True
615,2,2,True
616,9,9,True
617,1,1,True
618,8,6,False
619,9,9,True
620,3,3,True
621,8,6,False
622,7,7,True
623,0,5,False
624,8,5,False
625,4,9,False
626,6,6,True
627,7,7,True
628,0,4,False
629,6,6,True
630,7,7,True
631,0,0,True
632,6,6,True
633,7,7,True
634,5,4,False
635,8,5,False
636,9,9,True
637,3,7,False
638,0,0,True
639,3,3,True
640,7,7,True
641,0,5,False
642,3,4,False
643,3,2,False
644,3,3,True
645,7,4,False
646,9,4,False
647,6,2,False
648,9,9,True
649,2,2,True
650,6,6,True
651,7,7,True
652,2,5,False
653,1,1,True
654,8,8,True
655,5,3,False
656,6,2,False
657,3,3,True
658,1,1,True
659,8,5,False
660,7,7,True
661,9,9,True
662,5,0,False
663,5,5,True
664,8,8,True
665,1,1,True
666,6,6,True
667,5,5,True
668,3,3,True
669,9,9,True
670,6,6,True
671,2,3,False
672,4,4,True
673,2,2,True
674,1,1,True
675,7,7,True
676,4,7,False
677,1,1,True
678,2,2,True
679,4,9,False
680,6,9,False
681,1,1,True
682,9,1,False
683,1,1,True
684,2,5,False
685,0,0,True
686,0,0,True
687,6,6,True
688,7,1,False
689,5,8,False
690,8,8,True
691,5,8,False
692,9,8,False
693,8,8,True
694,4,4,True
695,9,4,False
696,2,3,False
697,6,6,True
698,7,7,True
699,7,7,True
700,2,2,True
701,8,4,False
702,9,4,False
703,7,7,True
704,0,0,True
705,1,1,True
706,1,1,True
707,5,5,True
708,8,8,True
709,1,8,False
710,8,5,False
711,0,0,True
712,9,4,False
713,8,4,False
714,6,6,True
715,3,8,False
716,6,6,True
717,3,3,True
718,7,6,False
719,9,4,False
720,8,8,True
721,9,4,False
722,3,0,False
723,7,8,False
724,0,7,False
725,3,3,True
726,7,7,True
727,7,7,True
728,8,4,False
729,2,2,True
730,2,8,False
731,7,7,True
732,1,1,True
733,3,3,True
734,3,3,True
735,4,4,True
736,3,3,True
737,8,8,True
738,7,7,True
739,9,9,True
740,5,4,False
741,6,6,True
742,0,0,True
743,4,7,False
744,1,1,True
745,6,6,True
746,5,6,False
747,3,6,False
748,2,2,True
749,3,3,True
750,2,3,False
751,2,2,True
752,7,7,True
753,8,8,True
754,9,7,False
755,4,4,True
756,7,7,True
757,8,5,False
758,2,5,False
759,3,0,False
760,8,8,True
761,7,5,False
762,6,0,False
763,5,5,True
764,8,6,False
765,4,4,True
766,0,0,True
767,9,7,False
768,1,1,True
769,3,3,True
770,0,0,True
771,2,0,False
772,8,9,False
773,4,4,True
774,4,4,True
775,0,0,True
776,3,1,False
777,2,2,True
778,7,7,True
779,8,6,False
780,2,2,True
781,6,6,True
782,9,7,False
783,5,5,True
784,2,2,True
785,2,2,True
786,4,4,True
787,2,2,True
788,2,3,False
789,4,4,True
790,8,0,False
791,0,7,False
792,8,6,False
793,6,6,True
794,6,2,False
795,1,1,True
796,3,3,True
797,8,3,False
798,2,2,True
799,0,0,True
800,2,2,True
801,4,5,False
802,7,7,True
803,5,3,False
804,5,3,False
805,1,1,True
806,6,4,False
807,0,5,False
808,7,7,True
809,8,8,True
810,2,2,True
811,3,3,True
812,3,3,True
813,3,3,True
814,8,7,False
815,5,7,False
816,6,6,True
817,7,7,True
818,8,8,True
819,0,0,True
820,6,6,True
821,7,8,False
822,6,6,True
823,1,1,True
824,4,4,True
825,2,2,True
826,5,5,True
827,4,9,False
828,8,3,False
829,5,5,True
830,9,0,False
831,1,1,True
832,3,2,False
833,0,0,True
834,2,2,True
835,3,3,True
836,4,7,False
837,0,8,False
838,7,2,False
839,2,2,True
840,8,3,False
841,4,8,False
842,0,0,True
843,3,3,True
844,1,1,True
845,8,8,True
846,7,7,True
847,3,5,False
848,3,3,True
849,7,7,True
850,6,6,True
851,0,0,True
852,6,6,True
853,8,0,False
854,0,0,True
855,1,1,True
856,0,0,True
857,2,3,False
858,5,5,True
859,6,4,False
860,5,4,False
861,3,8,False
862,2,2,True
863,4,3,False
864,3,5,False
865,7,7,True
866,1,6,False
867,9,9,True
868,1,1,True
869,3,3,True
870,9,4,False
871,6,6,True
872,4,4,True
873,8,0,False
874,9,9,True
875,2,6,False
876,0,6,False
877,6,3,False
878,0,8,False
879,5,5,True
880,3,6,False
881,8,5,False
882,6,6,True
883,2,2,True
884,5,0,False
885,9,9,True
886,5,5,True
887,3,3,True
888,1,1,True
889,1,1,True
890,2,2,True
891,2,1,False
892,2,2,True
893,3,2,False
894,2,2,True
895,8,8,True
896,5,4,False
897,2,2,True
898,9,4,False
899,7,7,True
900,6,6,True
901,6,6,True
902,6,9,False
903,2,2,True
904,6,6,True
905,4,4,True
906,6,6,True
907,4,4,True
908,2,6,False
909,1,1,True
910,2,0,False
911,3,3,True
912,5,5,True
913,5,5,True
914,8,5,False
915,6,9,False
916,9,7,False
917,9,7,False
918,3,3,True
919,9,4,False
920,1,1,True
921,2,2,True
922,8,7,False
923,2,2,True
924,4,4,True
925,7,7,True
926,1,1,True
927,3,8,False
928,6,6,True
929,0,0,True
930,9,7,False
931,3,7,False
932,6,6,True
933,2,0,False
934,4,4,True
935,9,1,False
936,0,0,True
937,5,6,False
938,8,1,False
939,1,1,True
940,4,9,False
941,6,4,False
942,8,8,True
943,0,0,True
944,3,3,True
945,8,8,True
946,2,2,True
947,7,7,True
948,2,2,True
949,4,4,True
950,1,1,True
951,1,7,False
952,9,9,True
953,9,7,False
954,6,6,True
955,4,8,False
956,4,4,True
957,5,7,False
958,2,2,True
959,4,4,True
960,1,1,True
961,8,8,True
962,3,3,True
963,4,4,True
964,2,2,True
965,9,4,False
966,3,1,False
967,3,3,True
968,7,7,True
969,6,0,False
970,8,7,False
971,1,1,True
972,0,0,True
973,6,6,True
974,7,7,True
975,5,9,False
976,3,6,False
977,4,4,True
978,1,1,True
979,9,1,False
980,4,4,True
981,3,3,True
982,7,7,True
983,7,7,True
984,4,4,True
985,8,3,False
986,5,5,True
987,8,8,True
988,0,0,True
989,5,4,False
990,3,3,True
991,5,4,False
992,5,5,True
993,6,6,True
994,2,2,True
995,3,3,True
996,2,2,True
997,2,4,False
998,9,7,False
999,8,3,False
