image_idx,true_label,wrong_label,prediction,is_correct
257,9,1,9,True
258,3,1,3,True
259,4,6,4,True
260,8,6,6,False
261,0,3,0,True
262,5,6,6,False
263,3,5,3,True
264,5,7,7,False
265,6,1,6,True
266,5,4,5,True
267,7,8,7,True
268,4,6,4,True
269,7,3,7,True
270,9,8,9,True
271,4,0,4,True
272,1,3,1,True
273,4,2,4,True
274,8,4,8,True
275,1,2,1,True
276,0,5,0,True
277,5,1,5,True
278,3,2,3,True
279,9,6,4,False
280,7,6,7,True
281,2,1,2,True
282,7,9,7,True
283,2,6,2,True
284,1,6,1,True
285,9,1,9,True
286,8,5,8,True
287,6,5,6,True
288,2,0,2,True
289,6,7,6,True
290,4,1,4,True
291,4,1,4,True
292,2,3,2,True
293,9,7,7,False
294,0,8,0,True
295,0,7,0,True
296,6,3,6,True
297,3,0,3,True
298,9,2,7,False
299,6,4,6,True
300,8,4,8,True
301,7,2,7,True
302,4,5,4,True
303,4,8,4,True
304,4,1,9,False
305,0,5,0,True
306,6,9,6,True
307,5,0,3,False
308,9,7,9,True
309,3,7,3,True
310,9,3,9,True
311,0,9,0,True
312,1,0,1,True
313,5,7,5,True
314,4,5,4,True
315,9,3,4,False
316,2,8,2,True
317,2,8,2,True
318,0,1,0,True
319,6,8,6,True
320,1,2,1,True
321,2,0,2,True
322,8,0,5,False
323,5,2,5,True
324,5,2,5,True
325,1,2,1,True
326,5,7,5,True
327,9,8,9,True
328,2,9,2,True
329,0,4,0,True
330,6,8,6,True
331,4,0,4,True
332,9,5,9,True
333,1,7,1,True
334,3,1,3,True
335,7,9,7,True
336,6,8,6,True
337,3,2,3,True
338,3,4,3,True
339,8,6,8,True
340,9,2,9,True
341,7,6,7,True
342,3,5,3,True
343,7,9,9,False
344,9,5,9,True
345,3,9,3,True
346,9,5,9,True
347,1,0,1,True
348,0,1,0,True
349,9,6,9,True
350,8,7,8,True
351,3,0,3,True
352,1,4,1,True
353,2,7,2,True
354,9,8,9,True
355,9,8,9,True
356,9,2,9,True
357,2,4,2,True
358,6,0,6,True
359,0,1,0,True
360,9,1,9,True
361,2,0,2,True
362,6,0,8,False
363,0,6,0,True
364,6,8,6,True
365,8,6,8,True
366,2,9,2,True
367,4,9,4,True
368,3,1,3,True
369,2,1,2,True
370,3,9,3,True
371,7,4,7,True
372,0,7,0,True
373,5,0,5,True
374,8,9,5,False
375,2,8,2,True
376,5,2,5,True
377,4,2,4,True
378,4,1,4,True
379,5,6,5,True
380,0,8,0,True
381,1,7,1,True
382,4,8,4,True
383,7,5,7,True
384,6,4,6,True
385,3,4,3,True
386,0,9,6,False
387,3,4,3,True
388,8,2,3,False
389,4,1,4,True
390,1,5,1,True
391,7,2,7,True
392,0,6,0,True
393,6,3,6,True
394,0,2,0,True
395,1,9,1,True
396,0,7,9,False
397,0,5,0,True
398,0,7,0,True
399,3,8,3,True
400,9,7,9,True
401,9,4,9,True
402,3,4,3,True
403,5,6,5,True
404,1,0,1,True
405,8,7,8,True
406,3,6,2,False
407,2,5,2,True
408,1,8,1,True
409,7,6,7,True
410,2,6,2,True
411,2,1,2,True
412,8,7,8,True
413,2,5,2,True
414,8,1,8,True
415,6,4,6,True
416,8,1,8,True
417,7,3,7,True
418,0,3,0,True
419,3,7,3,True
420,8,1,8,True
421,9,7,9,True
422,7,2,7,True
423,7,4,7,True
424,3,6,3,True
425,3,5,3,True
426,7,9,7,True
427,9,0,9,True
428,9,1,9,True
429,6,4,6,True
430,7,2,7,True
431,4,1,4,True
432,7,0,7,True
433,3,5,5,False
434,6,1,6,True
435,6,3,6,True
436,4,6,4,True
437,9,5,9,True
438,0,3,0,True
439,9,0,9,True
440,0,5,0,True
441,2,5,2,True
442,5,8,5,True
443,6,5,6,True
444,2,5,2,True
445,2,8,2,True
446,6,9,6,True
447,2,0,2,True
448,8,7,8,True
449,9,7,7,False
450,4,3,9,False
451,0,1,0,True
452,7,4,7,True
453,8,2,8,True
454,2,6,2,True
455,4,7,4,True
456,3,7,3,True
457,7,6,7,True
458,6,9,6,True
459,4,8,4,True
460,3,0,2,False
461,5,9,5,True
462,9,6,9,True
463,6,7,6,True
464,0,3,0,True
465,5,0,5,True
466,9,4,9,True
467,4,0,4,True
468,0,1,0,True
469,4,6,4,True
470,8,1,8,True
471,6,2,6,True
472,2,9,4,False
473,9,7,7,False
474,4,2,4,True
475,2,9,2,True
476,6,3,6,True
477,6,5,6,True
478,7,3,3,False
479,3,7,3,True
480,0,4,2,False
481,7,0,7,True
482,5,0,5,True
483,3,5,3,True
484,8,4,8,True
485,1,9,1,True
486,8,9,9,False
487,4,5,4,True
488,5,4,5,True
489,7,2,7,True
490,8,0,8,True
491,4,1,4,True
492,7,5,7,True
493,1,2,1,True
494,6,5,6,True
495,0,2,0,True
496,9,6,9,True
497,0,8,0,True
498,3,6,3,True
499,7,4,7,True
500,0,4,0,True
501,8,1,8,True
502,9,6,9,True
503,6,5,6,True
504,2,3,2,True
505,8,9,4,False
506,6,2,6,True
507,6,1,6,True
508,9,1,9,True
509,7,0,7,True
510,1,4,1,True
511,9,6,9,True
512,1,3,1,True
513,5,1,5,True
514,1,9,1,True
515,1,5,1,True
516,0,8,0,True
517,7,0,7,True
518,1,7,1,True
519,3,8,3,True
520,9,0,9,True
521,9,6,4,False
522,3,8,3,True
523,1,2,1,True
524,5,2,4,False
525,2,3,2,True
526,6,7,6,True
527,2,9,2,True
528,0,6,0,True
529,7,9,9,False
530,8,6,4,False
531,9,5,9,True
532,3,5,3,True
533,5,9,5,True
534,5,8,5,True
535,6,9,6,True
536,2,6,2,True
537,4,0,4,True
538,0,7,0,True
539,9,5,7,False
540,1,6,1,True
541,3,8,3,True
542,7,3,7,True
543,3,1,3,True
544,3,7,3,True
545,3,0,3,True
546,6,9,6,True
547,7,1,7,True
548,3,7,3,True
549,2,1,2,True
550,6,1,6,True
551,7,4,7,True
552,7,2,7,True
553,6,8,6,True
554,0,1,0,True
555,1,0,1,True
556,9,3,9,True
557,6,8,6,True
558,9,1,9,True
559,5,1,5,True
560,9,3,9,True
561,7,6,2,False
562,9,7,7,False
563,7,1,7,True
564,9,1,9,True
565,6,0,6,True
566,6,4,6,True
567,7,5,7,True
568,3,8,3,True
569,1,2,1,True
570,6,2,6,True
571,5,4,5,True
572,3,2,2,False
573,5,3,5,True
574,1,6,1,True
575,7,5,7,True
576,6,4,6,True
577,1,0,1,True
578,4,1,4,True
579,3,0,3,True
580,0,9,0,True
581,4,6,4,True
582,0,8,0,True
583,8,5,8,True
584,6,1,6,True
585,7,0,7,True
586,4,6,6,False
587,0,4,0,True
588,9,1,9,True
589,2,0,2,True
590,0,8,5,False
591,1,9,1,True
592,6,0,6,True
593,3,9,3,True
594,6,9,6,True
595,8,7,8,True
596,6,1,6,True
597,6,9,6,True
598,9,7,9,True
599,5,7,5,True
600,7,5,7,True
601,9,6,9,True
602,7,8,7,True
603,3,1,3,True
604,4,9,4,True
605,1,7,1,True
606,9,3,9,True
607,9,6,9,True
608,0,6,0,True
609,2,6,2,True
610,0,4,0,True
611,0,2,0,True
612,1,8,1,True
613,9,0,7,False
614,2,1,2,True
615,6,2,6,True
616,4,7,4,True
617,9,5,7,False
618,9,7,7,False
619,0,8,0,True
620,3,2,3,True
621,7,2,7,True
622,3,7,3,True
623,3,6,3,True
624,7,0,7,True
625,1,3,1,True
626,2,0,2,True
627,9,3,9,True
628,7,4,7,True
629,6,9,6,True
630,3,8,3,True
631,5,8,5,True
632,2,6,2,True
633,9,6,6,False
634,6,7,6,True
635,0,8,0,True
636,4,8,4,True
637,7,3,7,True
638,0,7,0,True
639,2,8,2,True
640,9,3,9,True
641,4,3,4,True
642,6,3,6,True
643,5,9,5,True
644,6,2,6,True
645,1,0,1,True
646,8,2,2,False
647,5,2,5,True
648,9,0,9,True
649,0,1,0,True
650,8,4,4,False
651,7,8,7,True
652,8,2,8,True
653,2,9,2,True
654,4,8,4,True
655,4,0,4,True
656,1,8,1,True
657,8,4,8,True
658,7,1,7,True
659,9,5,9,True
660,2,6,2,True
661,0,4,0,True
662,4,3,5,False
663,9,3,9,True
664,8,1,8,True
665,8,0,5,False
666,8,7,8,True
667,6,0,6,True
668,4,7,4,True
669,4,0,0,False
670,8,1,1,False
671,0,3,0,True
672,0,6,0,True
673,1,8,1,True
674,0,1,0,True
675,4,9,9,False
676,4,3,9,False
677,8,0,8,True
678,7,9,7,True
679,8,3,8,True
680,5,2,5,True
681,9,5,9,True
682,3,2,3,True
683,5,9,9,False
684,0,9,0,True
685,1,5,1,True
686,6,7,6,True
687,3,7,3,True
688,6,8,6,True
689,6,0,6,True
690,8,7,8,True
691,6,0,6,True
692,3,6,3,True
693,3,2,2,False
694,6,0,6,True
695,6,3,6,True
696,3,4,3,True
697,1,9,1,True
698,6,5,6,True
699,8,5,5,False
700,7,1,7,True
701,5,4,5,True
702,4,0,4,True
703,7,1,7,True
704,2,9,2,True
705,3,7,3,True
706,8,7,8,True
707,5,7,0,False
708,5,3,5,True
709,2,8,2,True
710,3,1,3,True
711,3,4,3,True
712,3,2,2,False
713,1,5,1,True
714,7,3,7,True
715,1,7,1,True
716,6,4,6,True
717,0,5,0,True
718,7,1,7,True
719,5,2,5,True
720,4,8,9,False
721,4,8,4,True
722,7,8,7,True
723,6,7,6,True
724,1,9,1,True
725,9,8,9,True
726,0,2,0,True
727,8,6,8,True
728,5,1,5,True
729,6,5,0,False
730,8,7,8,True
731,9,3,9,True
732,1,9,1,True
733,7,0,7,True
734,2,7,2,True
735,6,4,6,True
736,6,2,6,True
737,6,9,6,True
738,5,9,5,True
739,3,7,3,True
740,1,0,1,True
741,4,1,4,True
742,4,6,4,True
743,7,5,7,True
744,9,0,9,True
745,4,1,4,True
746,8,9,8,True
747,2,0,2,True
748,7,6,9,False
749,7,1,2,False
750,6,3,6,True
751,4,1,4,True
752,0,6,0,True
753,7,4,9,False
754,9,2,9,True
755,3,2,3,True
756,2,6,2,True
757,2,0,2,True
758,5,2,3,False
759,8,0,8,True
760,5,6,5,True
761,0,8,3,False
762,2,4,2,True
763,0,6,6,False
764,6,2,6,True
765,4,1,4,True
766,3,9,2,False
767,8,2,8,True
768,4,1,4,True
769,0,8,0,True
770,7,3,7,True
771,8,5,3,False
772,1,2,1,True
773,0,4,0,True
774,6,9,6,True
775,2,0,2,True
776,8,0,8,True
777,3,8,3,True
778,4,7,4,True
779,9,4,4,False
780,5,6,5,True
781,2,9,2,True
782,0,5,0,True
783,3,4,3,True
784,0,9,0,True
785,1,7,1,True
786,6,0,6,True
787,2,3,2,True
788,7,6,7,True
789,3,4,3,True
790,1,7,1,True
791,2,9,2,True
792,3,2,3,True
793,1,5,1,True
794,0,2,0,True
795,7,6,7,True
796,2,8,2,True
797,5,2,5,True
798,0,8,0,True
799,8,6,0,False
800,2,1,2,True
801,7,2,7,True
802,2,4,2,True
803,3,2,3,True
804,0,6,6,False
805,2,9,2,True
806,7,0,7,True
807,5,9,5,True
808,5,0,5,True
809,9,5,9,True
810,0,5,0,True
811,3,9,3,True
812,6,1,6,True
813,6,4,6,True
814,8,0,3,False
815,2,5,2,True
816,2,4,2,True
817,9,8,9,True
818,2,0,2,True
819,6,1,6,True
820,2,3,2,True
821,5,6,5,True
822,9,0,9,True
823,7,1,7,True
824,1,2,1,True
825,5,8,5,True
826,6,4,6,True
827,4,7,9,False
828,6,1,6,True
829,1,4,1,True
830,2,5,2,True
831,1,2,1,True
832,5,4,5,True
833,5,8,5,True
834,3,5,3,True
835,5,9,5,True
836,1,7,1,True
837,6,3,6,True
838,0,8,0,True
839,7,9,9,False
840,8,9,8,True
841,1,4,1,True
842,6,3,6,True
843,9,0,9,True
844,5,8,5,True
845,3,0,3,True
846,4,1,9,False
847,1,8,1,True
848,4,7,4,True
849,7,8,7,True
850,8,6,6,False
851,1,0,1,True
852,8,9,9,False
853,2,5,2,True
854,9,0,9,True
855,3,2,3,True
856,6,3,6,True
857,2,6,2,True
858,3,6,3,True
859,0,7,0,True
860,2,3,2,True
861,3,1,3,True
862,9,3,9,True
863,7,9,7,True
864,6,2,6,True
865,6,3,6,True
866,5,3,3,False
867,2,5,2,True
868,9,4,9,True
869,7,6,7,True
870,1,9,1,True
871,8,9,5,False
872,6,0,6,True
873,7,8,7,True
874,0,2,2,False
875,7,2,7,True
876,2,8,2,True
877,7,6,7,True
878,4,8,4,True
879,4,6,6,False
880,9,1,9,True
881,4,0,4,True
882,4,6,4,True
883,5,1,5,True
884,2,3,2,True
885,6,8,5,False
886,6,1,6,True
887,8,2,8,True
888,0,1,0,True
889,9,7,9,True
890,6,7,6,True
891,1,7,1,True
892,1,3,1,True
893,1,3,1,True
894,2,6,2,True
895,6,7,6,True
896,1,6,1,True
897,0,1,0,True
898,2,8,2,True
899,0,2,0,True
900,8,3,5,False
901,7,1,7,True
902,2,4,2,True
903,6,1,6,True
904,7,2,7,True
905,7,6,7,True
906,9,5,9,True
907,8,4,0,False
908,2,4,2,True
909,2,9,2,True
910,6,0,6,True
911,8,5,8,True
912,2,7,2,True
913,3,6,3,True
914,7,4,7,True
915,8,1,8,True
916,8,0,8,True
917,7,8,7,True
918,1,6,1,True
919,5,9,5,True
920,7,8,7,True
921,9,7,7,False
922,2,6,2,True
923,9,7,7,False
924,7,1,7,True
925,8,7,8,True
926,0,2,0,True
927,7,8,7,True
928,0,8,0,True
929,2,5,2,True
930,2,7,2,True
931,1,6,6,False
932,3,0,3,True
933,8,1,1,False
934,4,0,4,True
935,3,5,3,True
936,4,7,4,True
937,1,5,1,True
938,4,1,4,True
939,3,9,3,True
940,4,5,4,True
941,1,5,1,True
942,9,6,4,False
943,9,7,7,False
944,5,1,5,True
945,2,9,2,True
946,2,1,2,True
947,4,8,4,True
948,9,7,7,False
949,6,2,6,True
950,3,0,3,True
951,7,4,7,True
952,0,1,0,True
953,0,3,0,True
954,9,8,9,True
955,6,4,6,True
956,5,9,5,True
957,3,0,3,True
958,2,5,2,True
959,7,0,7,True
960,2,3,2,True
961,5,7,5,True
962,3,1,3,True
963,9,7,9,True
964,4,6,4,True
965,1,7,1,True
966,4,9,9,False
967,6,3,6,True
968,3,4,3,True
969,7,0,7,True
970,4,5,4,True
971,8,2,8,True
972,2,8,2,True
973,5,7,5,True
974,4,0,6,False
975,3,2,3,True
976,1,0,1,True
977,0,3,0,True
978,7,4,7,True
979,6,1,6,True
980,5,1,5,True
981,0,2,0,True
982,4,3,5,False
983,3,9,3,True
984,0,3,3,False
985,1,3,1,True
986,3,8,3,True
987,0,9,0,True
988,9,8,9,True
989,2,4,2,True
990,1,7,1,True
991,4,1,9,False
992,3,2,3,True
993,4,6,4,True
994,7,3,7,True
995,3,6,3,True
996,9,8,9,True
997,6,4,6,True
998,3,9,3,True
999,5,0,5,True
